LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,MasVnrType,ExterQual,BsmtQual,KitchenQual,GarageFinish,SalePrice
7446,4,1941,1950,0.0,266,788,788,0,788,1,4,2,,0,0,0,0,100000,None,TA,TA,TA,,100000
10134,5,1940,1950,0.0,0,735,735,299,1034,1,5,0,1940.0,1,240,0,39,109000,None,TA,TA,TA,Unf,109000
9571,5,1956,1956,0.0,739,1144,1144,0,1144,1,6,0,1956.0,1,596,44,0,129000,None,TA,TA,TA,Unf,129000
7200,5,1972,1972,0.0,777,894,894,0,894,1,6,0,1985.0,2,600,215,0,123000,None,TA,TA,TA,RFn,123000
7590,5,1962,1962,288.0,540,864,876,936,1812,2,8,1,1962.0,1,264,0,168,169500,BrkFace,TA,TA,TA,RFn,169500
8967,5,1920,1950,0.0,0,961,1077,0,1077,1,6,0,1920.0,1,338,0,0,67000,None,TA,Fa,TA,Unf,67000
8125,7,2006,2007,100.0,812,1092,1112,438,1550,2,7,0,2007.0,2,438,0,168,241000,Stone,Gd,Gd,Gd,Fin,241000
14963,8,1996,1996,0.0,786,1260,1288,0,1288,1,4,2,1996.0,2,500,120,30,245500,None,Gd,Gd,Ex,Fin,245500
8767,7,2005,2005,0.0,24,1310,1310,0,1310,2,6,1,2005.0,2,400,0,0,164990,None,Gd,Gd,Gd,Fin,164990
10200,5,1940,1997,0.0,0,672,672,0,672,1,4,0,1940.0,1,240,168,0,108000,None,TA,TA,TA,Unf,108000
12090,8,1998,1998,650.0,0,1141,1165,1098,2263,2,10,1,1998.0,2,420,144,123,258000,BrkFace,Gd,Gd,Gd,Fin,258000
10364,6,1995,1996,0.0,0,806,806,766,1572,2,7,1,1995.0,2,373,0,40,168000,None,TA,Gd,TA,Fin,168000
9991,4,1976,1993,0.0,1116,1281,1620,0,1620,2,8,1,1993.0,2,490,120,78,150000,None,TA,TA,TA,Unf,150000
10480,6,1936,1950,0.0,0,1064,1166,0,1639,1,6,0,1936.0,1,240,0,0,115000,None,TA,TA,TA,Unf,115000
15576,6,1915,1976,0.0,0,840,840,840,1680,2,8,0,1960.0,1,308,0,0,177000,None,TA,Gd,TA,Unf,177000
14154,7,2006,2006,350.0,0,1063,1071,1101,2172,2,9,1,2006.0,3,947,192,62,280000,BrkFace,Gd,Ex,Gd,RFn,280000
10800,8,2007,2008,100.0,789,1034,1050,1028,2078,2,8,1,2008.0,3,836,0,102,339750,Stone,Gd,Ex,Ex,Fin,339750
9571,5,1958,1958,0.0,0,1276,1276,0,1276,1,5,0,1958.0,1,350,0,0,60000,None,TA,TA,TA,Unf,60000
34650,5,1955,1955,0.0,1056,1056,1056,0,1056,1,5,0,1955.0,2,572,264,0,145000,None,TA,TA,TA,Fin,145000
4403,7,2009,2009,432.0,578,1470,1478,0,1478,2,7,1,2009.0,2,484,0,144,222000,Stone,Ex,Ex,Gd,Fin,222000
8960,5,1927,1950,0.0,0,1008,1028,0,1028,1,5,1,1927.0,2,360,0,0,115000,None,TA,TA,TA,Unf,115000
11228,7,1993,1993,0.0,50,1080,1080,1017,2097,2,9,1,1993.0,3,678,196,187,228000,None,Gd,Gd,Gd,Unf,228000
8899,7,2007,2007,0.0,24,1340,1340,0,1340,2,6,0,2007.0,2,396,100,30,181134,None,Gd,Gd,Gd,Fin,181134
7844,6,1978,1978,203.0,209,672,672,728,1400,1,6,1,1978.0,2,440,0,0,149500,BrkFace,TA,TA,TA,Fin,149500
22420,6,1918,1950,0.0,1128,1370,1370,1254,2624,2,10,1,1918.0,3,864,0,0,239000,None,TA,Gd,TA,Unf,239000
8160,5,1940,1950,0.0,312,756,756,378,1134,1,7,0,1940.0,1,240,0,0,126000,None,TA,TA,TA,Unf,126000
8450,5,1968,1968,0.0,775,1056,1056,0,1056,1,6,1,1968.0,1,304,0,85,142000,None,TA,TA,TA,Unf,142000
7060,7,1997,1998,200.0,1309,1344,1344,0,1344,2,8,0,1997.0,4,784,0,0,206300,BrkFace,TA,Gd,TA,Fin,206300
16635,6,1977,2000,126.0,1246,1602,1602,0,1602,2,8,1,1977.0,2,529,240,0,215000,Stone,Gd,Gd,Gd,Fin,215000
21750,5,1954,1954,0.0,0,988,988,0,988,1,4,0,1954.0,2,520,0,0,113000,None,TA,TA,TA,RFn,113000
9200,8,1998,1998,473.0,986,1470,1470,1160,2630,2,8,1,1998.0,3,696,0,66,315000,BrkFace,Gd,Gd,Gd,Fin,315000
9000,6,1956,1956,74.0,616,1196,1196,0,1196,1,6,1,1956.0,1,297,0,44,139000,BrkFace,TA,Gd,TA,RFn,139000
3378,7,1946,1992,0.0,0,651,707,682,1389,1,6,2,1947.0,1,240,0,0,135000,None,TA,TA,TA,Unf,135000
12800,7,1989,1989,145.0,1518,1518,1644,0,1644,2,5,1,1989.0,2,569,80,0,275000,BrkFace,Gd,Gd,Gd,Fin,275000
8593,4,1957,1957,0.0,288,907,907,0,907,1,5,0,1964.0,1,352,0,0,109008,None,TA,TA,TA,Unf,109008
6762,7,2007,2007,108.0,664,1208,1208,0,1208,2,6,0,2007.0,2,628,105,54,195400,BrkFace,Gd,Gd,Gd,RFn,195400
11457,6,1988,1988,0.0,1005,1392,1412,0,1412,2,6,1,1988.0,2,576,0,0,175000,None,TA,Gd,Gd,Unf,175000
1680,6,1971,1971,232.0,387,483,483,504,987,1,4,0,1971.0,1,264,0,0,85400,BrkFace,TA,TA,TA,Unf,85400
5586,6,1920,1998,0.0,0,901,1088,110,1198,1,7,0,,0,0,0,98,79900,None,TA,TA,TA,,79900
1920,5,1971,1971,376.0,471,765,765,600,1365,1,6,0,1971.0,2,440,240,36,122500,BrkFace,TA,TA,TA,Unf,122500
10839,6,1997,1998,0.0,0,926,926,678,1604,2,7,1,1997.0,2,470,0,36,181000,None,TA,Gd,TA,Fin,181000
1890,4,1972,1972,0.0,495,630,630,0,630,1,3,0,,0,0,88,0,81000,None,TA,Gd,TA,,81000
10667,7,1996,1996,0.0,385,799,827,834,1661,2,6,1,1996.0,2,550,158,61,212000,None,Gd,Gd,Gd,RFn,212000
4400,6,1920,1950,0.0,0,648,734,384,1118,1,6,0,1990.0,2,440,0,0,116000,None,TA,Fa,TA,Unf,116000
6000,6,1926,2004,0.0,0,884,904,0,904,1,4,0,1926.0,1,180,0,0,119000,None,Gd,TA,TA,Unf,119000
4280,5,1913,2002,0.0,365,440,694,0,694,1,4,1,1990.0,1,352,0,0,90350,None,TA,TA,Gd,Unf,90350
12354,6,1920,2000,0.0,0,684,684,512,1196,1,7,0,2005.0,2,528,0,46,110000,None,TA,TA,Gd,Unf,110000
15431,10,2008,2008,200.0,1767,3094,2402,0,2402,2,10,2,2008.0,3,672,0,72,555000,Stone,Ex,Ex,Ex,Fin,555000
12108,4,1955,1955,270.0,133,1440,1440,0,1440,2,8,0,,0,0,0,0,118000,BrkFace,TA,TA,Fa,,118000
6240,5,1930,1992,0.0,0,1078,1128,445,1573,2,8,1,1930.0,2,360,0,0,162900,None,TA,TA,TA,Unf,162900
3922,7,2006,2007,72.0,0,1258,1258,0,1258,2,6,1,2007.0,3,648,144,16,172500,BrkFace,Gd,Ex,Gd,Fin,172500
8750,7,1994,1995,0.0,642,915,933,975,1908,2,8,1,1994.0,2,493,144,133,210000,None,Gd,Gd,Gd,Unf,210000
9855,6,1956,1956,0.0,0,1436,1689,0,1689,1,7,1,1956.0,2,480,0,0,127500,None,TA,TA,TA,Unf,127500
16492,6,1966,2002,0.0,247,1517,1888,0,1888,2,6,1,1966.0,2,578,0,0,190000,None,Gd,TA,Gd,Fin,190000
11214,7,1998,1999,0.0,0,930,956,930,1886,2,10,1,1998.0,2,431,89,0,199900,None,Gd,Gd,Gd,Fin,199900
8600,6,1937,1950,0.0,0,780,780,596,1376,2,7,1,1937.0,1,198,0,0,119500,None,TA,TA,TA,Unf,119500
6000,3,1948,2002,0.0,331,649,679,504,1183,1,6,0,1981.0,1,308,0,176,120000,None,TA,TA,TA,Unf,120000
5684,6,1930,2005,0.0,0,813,813,0,813,1,5,0,1932.0,1,270,0,113,110000,None,TA,TA,Gd,Unf,110000
70761,7,1975,1975,0.0,655,1533,1533,0,1533,2,5,2,1975.0,2,576,200,54,280000,None,TA,Gd,Gd,Unf,280000
9303,6,1996,1997,42.0,742,872,888,868,1756,2,7,0,1996.0,2,422,144,122,204000,BrkFace,Gd,Ex,TA,Fin,204000
9000,8,2008,2008,0.0,0,768,786,804,1590,2,6,0,2008.0,2,676,0,30,210000,None,Gd,Gd,Gd,RFn,210000
9297,5,1976,1976,0.0,1606,1728,1728,0,1728,2,8,0,1976.0,2,560,0,0,188000,None,TA,TA,TA,Unf,188000
9600,7,1973,1973,320.0,916,1242,1242,0,1242,1,6,1,1973.0,2,528,0,0,175500,BrkFace,TA,TA,TA,Unf,175500
4571,5,1916,1950,0.0,0,624,624,720,1344,1,7,0,1916.0,3,513,0,0,98000,None,TA,TA,TA,Unf,98000
53227,4,1954,1994,0.0,1116,1364,1663,0,1663,1,6,2,1954.0,2,529,224,137,256000,None,TA,Gd,Gd,Fin,256000
5100,8,1925,1996,0.0,0,588,833,833,1666,1,7,1,1925.0,1,228,192,63,161000,None,TA,TA,Gd,Unf,161000
7015,5,1950,1950,161.0,185,709,979,224,1203,1,5,1,1950.0,1,352,0,0,110000,BrkCmn,TA,TA,Gd,Unf,110000
8004,8,2009,2009,110.0,544,832,832,1103,1935,2,8,0,2009.0,2,552,0,150,263435,Stone,Gd,Gd,TA,Fin,263435
7200,7,1936,2007,0.0,350,560,575,560,1135,1,6,0,1971.0,2,576,256,0,155000,None,Gd,Gd,Gd,RFn,155000
8281,5,1965,1965,0.0,553,864,864,0,864,1,5,1,1965.0,1,360,0,0,62383,None,TA,TA,TA,Unf,62383
11988,6,1934,1995,0.0,326,715,849,811,1660,1,6,1,1939.0,1,240,0,0,188700,None,TA,TA,TA,Unf,188700
8430,5,1978,1978,136.0,616,1040,1040,0,1040,2,5,0,,0,0,0,0,124000,BrkFace,TA,Gd,TA,,124000
3072,7,2004,2004,18.0,0,1375,1414,0,1414,2,6,1,2004.0,2,398,144,20,178740,BrkFace,Gd,Gd,Gd,Fin,178740
10628,7,1970,1970,0.0,778,1277,1277,0,1277,1,5,1,1970.0,2,526,0,0,167000,None,TA,TA,TA,Unf,167000
9480,5,1942,1995,224.0,386,728,888,756,1644,1,7,2,1942.0,1,312,168,0,146500,Stone,TA,TA,Gd,Unf,146500
11428,8,2006,2006,248.0,0,1626,1634,0,1634,2,7,1,2006.0,3,866,0,44,250000,Stone,Gd,Gd,Gd,RFn,250000
9291,6,1993,1993,120.0,426,832,832,878,1710,2,7,0,1993.0,2,506,144,70,187000,BrkFace,Gd,Gd,Gd,RFn,187000
6820,8,1985,1985,0.0,368,1488,1502,0,1502,1,4,0,1985.0,2,528,0,54,212000,None,Gd,Gd,Gd,RFn,212000
11952,7,1977,1977,0.0,0,808,1161,808,1969,2,8,1,1977.0,2,534,0,0,190000,None,TA,Gd,TA,RFn,190000
3675,6,2005,2005,80.0,459,547,1072,0,1072,1,5,0,2005.0,2,525,0,28,148000,BrkFace,TA,Gd,TA,RFn,148000
14977,8,2006,2007,304.0,1350,1976,1976,0,1976,2,7,1,2006.0,3,908,250,63,440000,BrkFace,Gd,Ex,Gd,RFn,440000
5330,8,2000,2000,0.0,1196,1494,1652,0,1652,2,6,0,2000.0,2,499,96,48,251000,None,Gd,Gd,Ex,RFn,251000
8480,5,1963,1963,0.0,630,970,970,0,970,1,5,0,1996.0,2,624,0,24,132500,None,TA,TA,TA,Unf,132500
13125,6,1997,1998,215.0,994,1478,1493,0,1493,2,7,1,1997.0,2,508,140,39,208900,BrkFace,TA,Gd,Gd,Fin,208900
13693,9,2006,2006,772.0,0,2153,2069,574,2643,2,9,1,2006.0,3,694,414,84,380000,BrkFace,Ex,Gd,Ex,Fin,380000
10637,8,2007,2008,336.0,1288,1705,1718,0,1718,2,7,1,2007.0,3,826,208,44,297000,Stone,Gd,Ex,Gd,RFn,297000
5925,4,1937,2000,435.0,168,907,1131,0,1131,1,7,0,1995.0,2,672,0,72,89471,BrkCmn,TA,Fa,TA,Unf,89471
16033,9,2004,2005,378.0,1261,1833,1850,0,1850,2,8,1,2004.0,3,772,519,112,326000,BrkFace,Gd,Ex,Gd,Fin,326000
11846,9,2003,2004,562.0,1567,1792,1792,0,1792,2,6,1,2003.0,3,874,206,49,374000,BrkFace,Gd,Ex,Ex,Fin,374000
2500,7,1915,2005,0.0,299,910,916,910,1826,1,7,1,1915.0,1,164,0,0,155000,None,Gd,TA,Ex,Unf,155000
4500,6,1998,1998,116.0,897,1216,1216,0,1216,2,5,0,1998.0,2,402,0,125,164000,BrkFace,TA,Ex,TA,Unf,164000
7758,5,1962,2001,0.0,588,999,999,0,999,1,6,0,1963.0,1,264,0,132,132500,None,TA,TA,Gd,Unf,132500
9600,5,1950,2007,0.0,607,1113,1113,0,1113,1,5,1,1950.0,1,264,0,80,147000,None,Gd,TA,Gd,Unf,147000
10289,5,1965,1965,168.0,836,1073,1073,0,1073,1,6,0,1965.0,2,515,0,0,156000,BrkFace,TA,TA,TA,RFn,156000
12243,5,1971,1971,0.0,998,1484,1484,0,1484,2,7,1,1971.0,2,487,224,0,175000,None,TA,Gd,TA,Unf,175000
10800,5,1900,1970,0.0,664,954,1766,648,2414,2,10,1,1970.0,2,520,142,0,160000,None,TA,TA,TA,Unf,160000
1526,4,1970,2002,0.0,515,630,630,0,630,1,3,0,1970.0,1,286,0,0,86000,None,TA,Gd,Gd,Unf,86000
2665,5,1976,1976,0.0,0,264,616,688,1304,1,4,1,1976.0,1,336,141,24,115000,None,TA,Gd,TA,Fin,115000
9490,6,1941,1950,0.0,403,806,958,620,1578,1,5,2,1941.0,1,240,0,0,133000,None,TA,TA,Fa,Unf,133000
15578,6,2006,2006,0.0,0,728,728,728,1456,2,8,0,2006.0,2,429,0,0,172785,None,Gd,Gd,TA,RFn,172785
7931,5,1960,1960,0.0,374,1269,1269,0,1269,1,6,1,1964.0,1,308,0,0,155000,None,TA,TA,TA,Unf,155000
5784,5,1938,1996,0.0,0,190,886,0,886,1,4,0,1938.0,1,273,144,20,91300,None,TA,Fa,TA,Unf,91300
7879,4,1920,1950,0.0,495,720,720,0,720,1,4,0,,0,0,0,523,34900,None,TA,TA,TA,,34900
12692,8,1992,1993,0.0,1231,3200,3228,0,3228,3,10,1,1992.0,2,546,264,75,430000,None,Gd,Gd,Gd,RFn,430000
9120,7,1925,1950,0.0,329,1026,1133,687,1820,2,8,0,1925.0,1,240,0,100,184000,None,TA,TA,TA,Unf,184000
7800,5,1967,2004,89.0,450,864,899,0,899,1,5,0,1967.0,1,288,64,0,130000,BrkFace,TA,TA,Gd,Fin,130000
7535,5,1958,1985,0.0,111,912,912,0,912,1,5,0,1958.0,1,297,12,285,120000,None,TA,TA,TA,Fin,120000
1890,6,1973,1973,285.0,356,672,672,546,1218,1,7,0,1973.0,1,264,144,28,113000,BrkFace,TA,TA,TA,Unf,113000
9803,7,2005,2005,0.0,400,866,866,902,1768,2,7,0,2005.0,2,603,0,108,226700,None,Gd,Gd,Gd,RFn,226700
9170,5,1965,1965,0.0,698,1214,1214,0,1214,1,6,0,1965.0,2,461,0,0,140000,None,TA,TA,TA,Unf,140000
15602,7,1959,1997,0.0,1247,1501,1801,0,1801,2,6,2,1959.0,2,484,0,54,289000,None,TA,TA,TA,Fin,289000
2308,6,1974,1974,0.0,257,855,855,467,1322,2,6,1,1974.0,2,440,260,0,147000,None,TA,TA,TA,Unf,147000
7596,5,1952,1952,360.0,0,960,960,1000,1960,2,10,0,1952.0,2,400,0,0,124500,BrkFace,TA,TA,TA,Unf,124500
9554,8,1993,1994,125.0,380,777,1065,846,1911,2,8,1,1993.0,2,471,182,81,215000,BrkFace,Gd,Gd,Gd,RFn,215000
7862,6,2009,2009,0.0,27,1218,1218,0,1218,2,4,0,2009.0,2,676,0,102,208300,None,Gd,Gd,Gd,Fin,208300
9600,7,1928,2005,0.0,141,689,689,689,1378,2,7,1,1928.0,2,360,0,0,161000,None,TA,TA,Gd,Unf,161000
9600,5,1959,1959,132.0,991,1041,1041,0,1041,1,6,0,1959.0,1,270,224,88,124500,BrkFace,TA,TA,TA,RFn,124500
14559,5,1951,2000,70.0,650,1008,1363,0,1363,1,6,2,1951.0,1,288,324,42,164900,BrkCmn,Gd,TA,TA,Unf,164900
6792,7,2005,2006,94.0,0,1368,1368,0,1368,2,6,1,2005.0,2,474,132,35,202665,Stone,Gd,Gd,Gd,RFn,202665
9100,5,1958,1958,0.0,521,864,864,0,864,1,5,0,1964.0,2,624,0,0,129900,None,TA,TA,TA,Unf,129900
9187,6,1983,1983,0.0,336,1084,1080,0,1080,1,5,0,1983.0,2,484,120,0,134000,None,TA,TA,TA,Unf,134000
10594,5,1926,1950,0.0,0,768,789,0,789,1,5,0,1926.0,1,200,0,0,96500,None,TA,TA,TA,Unf,96500
12220,10,2009,2009,305.0,1436,2006,2020,0,2020,2,9,1,2009.0,3,900,156,54,402861,BrkFace,Ex,Ex,Ex,Fin,402861
10448,6,1972,1972,333.0,0,689,1378,741,2119,2,7,1,1972.0,2,583,0,104,158000,BrkFace,TA,TA,TA,RFn,158000
10208,7,1996,1997,921.0,0,1264,1277,1067,2344,2,7,1,1996.0,3,889,220,0,265000,BrkFace,Gd,Gd,Gd,RFn,265000
9531,6,1998,1998,0.0,706,794,882,914,1796,2,7,0,1998.0,2,546,0,36,211000,None,TA,Gd,TA,RFn,211000
10918,7,1926,2004,0.0,0,1276,1276,804,2080,1,9,2,1926.0,1,282,0,0,234000,None,Gd,Gd,Gd,Unf,234000
10800,4,1900,2000,0.0,0,0,694,600,1294,2,7,0,,0,0,220,114,106250,None,TA,,TA,,106250
11988,6,1957,1957,0.0,777,1244,1244,0,1244,1,6,2,1957.0,1,336,0,40,150000,None,TA,TA,TA,Unf,150000
5000,6,1947,1950,0.0,399,1004,1004,660,1664,2,7,2,1950.0,2,420,0,24,159000,None,TA,TA,TA,Unf,159000
40094,10,2007,2008,762.0,2260,3138,3138,1538,4676,3,11,1,2007.0,3,884,208,406,184750,Stone,Ex,Ex,Ex,Fin,184750
11787,7,1996,1997,594.0,719,1379,1383,1015,2398,2,8,1,1996.0,3,834,239,60,315750,BrkFace,Gd,Gd,Gd,Fin,315750
7500,7,2005,2005,0.0,0,1257,1266,0,1266,2,6,1,2005.0,2,453,38,144,176000,None,Gd,Gd,Gd,Unf,176000
13300,5,1956,2000,0.0,377,928,928,0,928,1,4,0,1956.0,1,252,261,0,132000,None,TA,Gd,TA,Unf,132000
14948,9,2008,2008,268.0,1330,1452,1476,1237,2713,2,11,1,2008.0,3,858,126,66,446261,Stone,Ex,Ex,Ex,Fin,446261
9098,4,1920,2002,0.0,348,528,605,0,605,1,5,0,,0,0,0,0,86000,None,TA,TA,TA,,86000
32668,6,1957,1975,0.0,1219,2035,2515,0,2515,3,9,2,1975.0,2,484,0,0,200624,None,Gd,TA,TA,RFn,200624
10200,6,1988,1989,219.0,783,1461,1509,0,1509,2,5,1,1988.0,2,600,224,0,175000,BrkFace,Gd,Gd,Gd,RFn,175000
6155,6,1920,1999,0.0,0,611,751,611,1362,2,6,0,1920.0,2,502,0,0,128000,None,TA,Fa,TA,Fin,128000
7200,5,1955,2007,0.0,0,0,827,0,827,1,5,1,1967.0,1,392,0,0,107500,None,TA,,TA,Unf,107500
5000,1,1946,1950,0.0,0,0,334,0,334,1,2,0,,0,0,0,0,39300,None,Fa,,Fa,,39300
9056,8,2004,2004,0.0,0,707,707,707,1414,2,6,1,2004.0,2,403,100,35,178000,None,Gd,Ex,Gd,Fin,178000
7000,5,1910,1991,0.0,969,1117,820,527,1347,1,5,0,,0,0,85,0,107500,None,TA,Gd,TA,,107500
8924,7,1998,1999,0.0,0,880,880,844,1724,2,8,0,1998.0,2,527,120,155,188000,None,TA,Gd,Gd,Fin,188000
12735,4,1972,1972,0.0,600,864,864,0,864,1,5,0,1980.0,2,576,216,0,111250,None,TA,TA,TA,Unf,111250
11553,5,1968,1968,188.0,673,1051,1159,0,1159,1,7,1,1968.0,1,336,466,0,158000,BrkFace,TA,TA,TA,Unf,158000
11423,8,2001,2002,479.0,1358,1581,1601,0,1601,2,6,1,2001.0,2,670,180,0,272000,BrkFace,Gd,Gd,Gd,RFn,272000
14601,9,2006,2006,584.0,1260,1838,1838,0,1838,2,8,1,2006.0,3,765,270,68,315000,BrkFace,Ex,Ex,Ex,Fin,315000
11000,8,2000,2000,72.0,0,969,997,1288,2285,2,8,1,2000.0,3,648,0,56,248000,BrkFace,Gd,Gd,Gd,Fin,248000
10140,7,1998,1999,0.0,144,1650,1680,0,1680,2,7,1,1998.0,2,583,78,73,213250,None,Gd,Ex,Gd,Fin,213250
4058,7,1998,1998,182.0,584,723,767,0,767,1,4,0,1998.0,1,367,120,40,133000,BrkFace,TA,Gd,TA,Fin,133000
17104,7,2006,2006,0.0,554,654,664,832,1496,2,7,1,2006.0,2,426,100,24,179665,None,Gd,Gd,Gd,RFn,179665
13837,7,1988,1988,178.0,1002,1204,1377,806,2183,2,9,0,1988.0,3,786,0,0,229000,BrkFace,Gd,Gd,Gd,Unf,229000
8737,6,1923,1950,0.0,300,1065,915,720,1635,1,6,1,1950.0,2,440,0,38,210000,None,TA,Gd,TA,Unf,210000
7244,5,1970,1970,0.0,619,768,768,0,768,1,5,0,1987.0,2,624,104,0,129500,None,TA,Gd,TA,Unf,129500
8235,5,1955,1995,0.0,180,825,825,0,825,1,4,0,1963.0,2,720,140,50,125000,None,TA,TA,TA,RFn,125000
9375,7,2003,2004,0.0,0,912,912,1182,2094,2,8,1,2003.0,2,615,182,182,263000,None,Gd,Gd,Gd,Fin,263000
4043,6,1977,1977,0.0,559,1069,1069,0,1069,2,4,0,1977.0,2,440,0,55,140000,None,TA,Gd,TA,RFn,140000
6000,5,1957,1957,0.0,308,928,928,0,928,1,5,0,1957.0,1,288,0,0,112500,None,TA,TA,TA,Fin,112500
11146,8,2006,2006,250.0,0,1709,1717,0,1717,2,7,1,2006.0,3,908,169,39,255500,Stone,Gd,Ex,Gd,RFn,255500
8777,4,1949,2003,0.0,0,0,1126,0,1126,2,5,0,2002.0,2,520,0,96,108000,None,TA,,Gd,Fin,108000
10625,7,2003,2004,292.0,866,998,1006,1040,2046,2,8,1,2003.0,3,871,320,62,284000,BrkFace,Gd,Gd,Gd,RFn,284000
6380,5,1922,1950,0.0,0,993,1048,0,1048,1,5,1,1922.0,1,280,0,0,113000,None,TA,TA,TA,Unf,113000
14850,5,1957,1957,0.0,895,1092,1092,0,1092,1,6,1,1957.0,1,299,268,0,141000,None,TA,TA,TA,Fin,141000
11040,4,1920,1950,0.0,637,637,897,439,1336,1,7,0,1994.0,1,570,0,47,108000,None,TA,TA,TA,Unf,108000
21872,7,1996,1997,0.0,604,729,729,717,1446,2,6,1,1996.0,2,406,264,22,175000,None,TA,Gd,TA,Unf,175000
3196,7,2003,2004,18.0,0,1374,1557,0,1557,2,7,1,2003.0,2,420,143,20,234000,BrkFace,Gd,Gd,Gd,Fin,234000
11341,5,1957,1996,180.0,1302,1392,1392,0,1392,1,5,1,1957.0,2,528,0,0,121500,BrkFace,TA,Gd,TA,Unf,121500
10010,5,1974,1975,0.0,1071,1389,1389,0,1389,1,6,1,1975.0,2,418,240,38,170000,None,TA,Gd,TA,RFn,170000
13907,5,1940,1969,0.0,290,996,996,0,996,1,6,1,,0,0,144,0,108000,None,TA,TA,TA,,108000
21780,6,1918,1950,0.0,0,1163,1163,511,1674,2,8,1,1955.0,2,396,72,36,185000,None,TA,Gd,TA,Fin,185000
13346,7,1992,2000,0.0,728,1095,1166,1129,2295,2,9,1,1992.0,2,590,0,40,268000,None,Gd,Gd,Gd,RFn,268000
6858,6,1915,1950,0.0,0,806,841,806,1647,1,6,0,1920.0,1,216,0,66,128000,None,TA,Gd,Fa,Unf,128000
11198,9,2005,2007,245.0,0,1122,1134,1370,2504,2,11,1,2005.0,3,656,144,39,325000,BrkFace,Gd,Gd,Ex,Fin,325000
10171,7,2004,2004,168.0,2,1517,1535,0,1535,2,7,0,2004.0,2,532,0,0,214000,BrkFace,Gd,Gd,Gd,RFn,214000
12327,8,1983,2009,0.0,1441,1496,1496,636,2132,1,5,1,1983.0,2,612,349,40,316600,None,Gd,Gd,Gd,Fin,316600
7032,5,1979,1979,0.0,943,943,943,0,943,1,4,2,1979.0,2,600,42,0,135960,None,TA,Gd,TA,Unf,135960
13101,5,1965,1965,108.0,231,1728,1728,0,1728,2,10,0,1987.0,2,576,0,0,142600,BrkFace,TA,TA,TA,Unf,142600
7332,6,1959,1959,207.0,414,864,864,0,864,1,4,0,1959.0,1,288,168,0,120000,BrkFace,TA,TA,Gd,Unf,120000
13159,7,2009,2009,0.0,0,846,846,846,1692,2,6,0,2009.0,2,650,208,114,224500,None,TA,Ex,Gd,RFn,224500
9967,7,2000,2000,0.0,0,384,774,656,1430,2,8,1,2000.0,2,400,100,0,170000,None,TA,Gd,TA,RFn,170000
10500,5,1971,2005,82.0,349,372,576,533,1109,1,5,0,1971.0,1,288,35,0,139000,BrkFace,TA,TA,TA,Unf,139000
8480,5,1947,1950,0.0,442,832,832,384,1216,1,6,0,1947.0,1,336,158,0,118500,None,TA,TA,TA,Unf,118500
6292,7,1928,1950,0.0,0,861,877,600,1477,2,6,1,1928.0,1,216,0,50,145000,None,TA,TA,TA,Unf,145000
11777,5,1966,1966,97.0,328,1164,1320,0,1320,1,6,2,1966.0,2,564,160,68,164500,BrkFace,TA,TA,TA,RFn,164500
3604,7,2007,2007,0.0,0,689,703,689,1392,2,5,0,2007.0,2,540,0,102,146000,None,Gd,Gd,Gd,Unf,146000
12150,5,1954,1954,335.0,0,1050,1050,745,1795,2,7,0,1954.0,1,352,0,0,131500,BrkFace,TA,TA,TA,Unf,131500
14585,6,1960,1987,85.0,594,1144,1429,0,1429,1,7,2,1960.0,2,572,216,110,181900,BrkFace,TA,TA,Gd,Unf,181900
12704,8,2008,2009,306.0,0,2042,2042,0,2042,2,8,1,2009.0,3,1390,0,90,253293,BrkFace,Ex,Ex,Ex,RFn,253293
11841,6,1990,1990,104.0,816,816,816,0,816,1,5,0,,0,0,0,32,118500,BrkFace,TA,Gd,TA,,118500
13500,10,1893,2000,0.0,0,1237,1521,1254,2775,3,9,1,1988.0,2,880,105,502,325000,None,Ex,TA,Gd,Unf,325000
6120,4,1935,1995,0.0,0,884,989,584,1573,1,6,0,1935.0,1,240,0,0,133000,None,TA,TA,Gd,Unf,133000
11443,8,2005,2006,208.0,1460,1868,2028,0,2028,2,7,2,2005.0,3,880,326,66,369900,BrkFace,Gd,Ex,Gd,RFn,369900
10267,6,1918,2000,0.0,210,816,838,0,838,1,5,0,1961.0,1,275,0,0,130000,None,TA,TA,Fa,Fin,130000
8740,5,1982,1982,0.0,672,840,860,0,860,1,4,0,1996.0,2,528,0,0,137000,None,TA,TA,TA,Unf,137000
25095,5,1968,2003,0.0,1324,1437,1473,0,1473,1,5,2,1968.0,1,452,0,48,143000,None,TA,TA,Ex,Unf,143000
9100,5,1930,1960,0.0,0,742,779,0,935,1,4,0,1988.0,1,308,0,0,79500,None,TA,TA,TA,Unf,79500
8320,7,2004,2004,0.0,490,770,770,812,1582,2,6,0,2004.0,2,520,0,45,185900,None,Gd,Gd,Gd,RFn,185900
13478,10,2008,2008,420.0,1338,1722,1728,568,2296,2,10,1,2008.0,3,842,382,274,451950,Stone,Ex,Ex,Ex,RFn,451950
