LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,ScreenPorch,SalePrice
94.0,7819,Reg,Inside,Edwards,SLvl,6,1976,1976,Plywood,Plywood,None,0.0,TA,TA,Av,ALQ,422,480,1029,TA,1117,0,1117,1,1,0,3,TA,6,1,Detchd,1976.0,Unf,2,672,144,0,0,107000
70.0,10150,Reg,Inside,NAmes,1Story,5,1958,1958,Wd Sdng,Wd Sdng,None,1.0,TA,TA,No,Rec,456,456,912,Ex,912,0,912,0,1,0,2,TA,5,0,Attchd,1958.0,RFn,1,275,0,0,0,114500
110.0,14226,Reg,Corner,NridgHt,1Story,8,2006,2006,VinylSd,VinylSd,BrkFace,375.0,Gd,Gd,Av,Unf,0,1935,1935,Gd,1973,0,1973,0,2,0,3,Gd,9,1,Attchd,2006.0,Fin,3,895,315,45,0,395000
32.0,4500,Reg,FR2,Mitchel,1Story,6,1998,1998,VinylSd,VinylSd,BrkFace,320.0,TA,Ex,No,GLQ,866,338,1204,Ex,1204,0,1204,1,2,0,2,TA,5,0,Attchd,1998.0,Fin,2,412,0,247,0,162000
86.0,11210,IR1,Inside,CollgCr,1Story,7,2005,2006,VinylSd,VinylSd,BrkFace,240.0,Gd,Gd,Av,GLQ,20,1594,1614,Ex,1614,0,1614,0,2,0,3,Gd,7,0,Attchd,2005.0,RFn,3,865,144,59,0,221500
100.0,13350,IR1,Inside,Sawyer,1Story,5,1974,1974,HdBoard,Plywood,None,0.0,TA,TA,No,ALQ,762,102,864,TA,894,0,894,1,1,0,3,TA,5,1,Attchd,1974.0,Unf,2,440,241,0,0,142500
60.0,8400,Reg,Inside,SawyerW,1Story,5,1977,1977,Plywood,Plywood,BrkFace,320.0,TA,,,,0,0,0,TA,2020,0,2020,0,2,0,4,TA,10,2,Detchd,1977.0,Unf,2,630,0,0,0,144000
78.0,10530,Reg,Inside,Mitchel,SFoyer,6,1977,1977,Plywood,ImStucc,BrkFace,90.0,TA,Gd,Gd,GLQ,975,0,975,TA,1004,0,1004,1,1,0,2,TA,4,0,Attchd,1977.0,Unf,2,504,0,0,0,135000
63.0,7875,Reg,Inside,Gilbert,1Story,7,1995,1996,HdBoard,HdBoard,BrkFace,38.0,TA,Gd,No,Unf,0,1237,1237,Gd,1253,0,1253,0,2,0,3,TA,6,1,Attchd,1995.0,Fin,2,402,220,21,0,176000
65.0,7153,Reg,Inside,SawyerW,2Story,6,1992,1992,VinylSd,VinylSd,None,0.0,Gd,Gd,No,ALQ,387,374,761,Ex,810,793,1603,0,2,1,3,Gd,7,0,Attchd,1992.0,RFn,2,484,0,124,0,175900
67.0,16285,IR2,Inside,CollgCr,1Story,7,2001,2002,VinylSd,VinylSd,None,0.0,Gd,Gd,No,Unf,0,1413,1413,Ex,1430,0,1430,0,2,0,3,Gd,6,0,Attchd,2001.0,RFn,2,605,0,33,0,187100
,9101,IR1,Corner,Mitchel,SFoyer,5,1978,1978,Plywood,Plywood,BrkFace,104.0,TA,Gd,Av,GLQ,1097,0,1097,Ex,1110,0,1110,1,1,0,1,Gd,4,1,Attchd,1978.0,Fin,2,602,303,30,0,165500
35.0,6300,Reg,Inside,OldTown,2.5Unf,6,1914,2001,Wd Sdng,Wd Shng,None,0.0,TA,TA,No,Unf,0,742,742,Ex,742,742,1484,0,2,0,3,TA,9,1,,,,0,0,0,291,0,128000
,9790,Reg,Inside,NWAmes,1Story,6,1967,1967,BrkFace,Wd Sdng,None,0.0,TA,TA,No,Rec,251,491,1372,TA,1342,0,1342,0,2,0,3,TA,7,1,Attchd,1967.0,Unf,2,457,0,0,197,161500
60.0,10800,Reg,Inside,OldTown,1.5Fin,5,1915,1950,MetalSd,MetalSd,None,0.0,TA,Fa,No,LwQ,686,0,686,TA,966,686,1652,1,2,0,4,TA,7,0,Detchd,1961.0,Unf,1,416,0,0,0,139000
76.0,10142,IR1,Inside,SawyerW,2Story,7,2004,2004,VinylSd,VinylSd,None,0.0,Gd,Gd,No,GLQ,656,300,956,Ex,956,1128,2084,1,2,1,4,Gd,8,0,BuiltIn,2004.0,RFn,2,618,0,45,0,233000
50.0,6000,Reg,Corner,OldTown,1Story,4,1954,2000,MetalSd,MetalSd,None,0.0,TA,TA,No,Unf,0,901,901,Ex,901,0,901,0,1,0,2,TA,4,0,Detchd,1954.0,Unf,1,281,0,0,0,107900
,12205,IR1,Inside,ClearCr,2Story,6,1966,2007,HdBoard,HdBoard,BrkFace,157.0,TA,TA,Gd,LwQ,568,264,832,Gd,976,1111,2087,0,2,1,5,Gd,9,0,Attchd,1966.0,Fin,2,444,133,168,0,187500
43.0,3182,Reg,Inside,Blmngtn,1Story,7,2005,2006,VinylSd,VinylSd,BrkFace,11.0,Gd,Gd,No,GLQ,16,1129,1145,Ex,1145,0,1145,0,2,0,2,Gd,5,1,Attchd,2005.0,Fin,2,397,100,16,0,160200
,11333,IR1,Corner,Mitchel,SLvl,6,1976,1976,HdBoard,HdBoard,None,0.0,TA,Gd,Av,ALQ,539,490,1029,TA,1062,0,1062,1,1,0,3,TA,5,2,Attchd,1976.0,RFn,2,539,120,0,0,146800
92.0,9920,IR1,CulDSac,NoRidge,2Story,7,1996,1997,MetalSd,MetalSd,None,0.0,Gd,Gd,Av,GLQ,862,255,1117,Ex,1127,886,2013,1,2,1,3,TA,8,1,Attchd,1997.0,Unf,2,455,180,130,0,269790
76.0,9158,Reg,Inside,Somerst,1Story,8,2007,2007,CemntBd,CmentBd,Stone,140.0,Gd,Gd,Av,Unf,0,1496,1496,Ex,1496,0,1496,0,2,0,3,Gd,7,0,Attchd,2007.0,Fin,2,474,168,130,0,225000
,10832,IR1,Corner,Gilbert,2Story,7,1994,1996,MetalSd,MetalSd,None,0.0,Gd,Gd,No,Unf,0,712,712,Ex,1086,809,1895,0,2,1,3,Gd,7,1,Attchd,1994.0,Fin,2,409,143,46,0,194500
70.0,8400,Reg,Inside,SawyerW,2Story,6,1980,1981,HdBoard,HdBoard,BrkFace,130.0,TA,Gd,No,Unf,0,650,650,TA,888,676,1564,0,2,1,3,TA,7,1,Attchd,1980.0,Unf,2,476,0,50,204,171000
71.0,8197,Reg,Inside,Sawyer,1Story,6,1977,1977,Plywood,Plywood,BrkFace,148.0,TA,TA,No,Unf,0,660,660,Ex,1285,0,1285,0,1,1,3,TA,7,1,Attchd,1977.0,RFn,2,528,138,0,0,143500
57.0,7677,Reg,Inside,NAmes,1Story,5,1953,1953,VinylSd,VinylSd,None,0.0,TA,TA,No,BLQ,570,203,773,Gd,773,0,773,0,1,0,2,TA,4,0,Attchd,1953.0,Unf,1,240,0,0,0,110000
104.0,13518,Reg,Inside,NridgHt,2Story,9,2008,2009,VinylSd,VinylSd,Stone,860.0,Ex,Ex,No,Unf,0,1926,1926,Ex,1966,1174,3140,0,3,1,4,Ex,11,2,BuiltIn,2009.0,Fin,3,820,144,78,0,485000
60.0,7200,Reg,Corner,SWISU,1.5Fin,5,1937,1950,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,Gd,No,ALQ,569,162,731,Ex,981,787,1768,1,1,1,3,Gd,7,2,Detchd,1939.0,Unf,1,240,0,0,0,175000
79.0,12798,IR1,Inside,ClearCr,2Story,6,1997,1997,VinylSd,VinylSd,None,0.0,TA,Gd,Gd,GLQ,462,154,616,Gd,616,1072,1688,1,2,1,4,Gd,8,0,Attchd,1997.0,RFn,2,603,403,114,0,200000
40.0,4800,Reg,Inside,IDOTRR,1Story,4,1916,1990,MetalSd,MetalSd,None,0.0,TA,TA,No,LwQ,197,999,1196,Ex,1196,0,1196,1,1,0,2,TA,5,0,Detchd,1957.0,Unf,2,440,0,0,0,109900
63.0,8199,Reg,Inside,CollgCr,2Story,7,2005,2005,WdShing,Wd Shng,None,0.0,Gd,Gd,Av,GLQ,648,80,728,Ex,728,728,1456,1,2,1,3,Gd,7,1,Attchd,2005.0,Fin,2,410,36,18,0,189000
107.0,13891,Reg,Inside,NridgHt,2Story,9,2008,2009,VinylSd,VinylSd,Stone,424.0,Ex,Ex,Gd,Unf,0,1734,1734,Ex,1734,1088,2822,0,3,1,4,Ex,12,1,BuiltIn,2009.0,RFn,3,1020,52,170,192,582933
75.0,9000,Reg,Inside,NAmes,1Story,5,1954,1954,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,LwQ,812,124,936,TA,1128,0,1128,0,1,0,2,TA,5,0,Attchd,1954.0,Unf,1,286,0,0,0,118000
91.0,12274,IR1,FR2,Somerst,1Story,7,2008,2008,VinylSd,VinylSd,Stone,256.0,Gd,Gd,No,Unf,0,1417,1417,Ex,1428,0,1428,0,2,0,3,Ex,6,0,Attchd,2008.0,RFn,2,554,0,60,0,227680
75.0,9750,Reg,Inside,NAmes,SLvl,5,1967,1967,VinylSd,VinylSd,None,0.0,TA,TA,Av,ALQ,400,100,980,Gd,980,0,980,0,2,0,3,TA,6,0,Attchd,1967.0,Fin,1,384,68,0,0,135500
144.0,21384,Reg,Inside,BrkSide,2Story,5,1923,2004,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Gd,GLQ,1309,15,1324,Ex,1072,504,1576,2,1,1,3,Gd,6,1,Attchd,1923.0,RFn,2,528,0,312,0,223500
85.0,13400,Reg,Inside,NAmes,SLvl,5,1966,1966,VinylSd,VinylSd,BrkFace,1047.0,TA,TA,Av,ALQ,516,380,1024,TA,1086,0,1086,1,1,0,3,TA,6,1,Attchd,1966.0,RFn,2,484,0,0,0,159950
90.0,8100,Reg,Corner,OldTown,2.5Unf,5,1898,1965,AsbShng,AsbShng,None,0.0,TA,TA,No,Unf,0,849,849,TA,1075,1063,2138,0,2,0,2,TA,11,0,Detchd,1910.0,Unf,2,360,40,156,0,106000
78.0,10140,Reg,Inside,NWAmes,1Story,6,1974,1999,HdBoard,HdBoard,BrkFace,99.0,TA,TA,No,ALQ,663,0,1040,Fa,1309,0,1309,1,1,1,3,Gd,5,1,Attchd,1974.0,RFn,2,484,265,0,0,181000
,4438,Reg,Inside,CollgCr,1Story,6,2004,2004,VinylSd,VinylSd,BrkFace,169.0,Gd,Gd,Gd,GLQ,662,186,848,Ex,848,0,848,1,1,0,1,Gd,4,1,Attchd,2004.0,Fin,2,420,140,0,0,144500
66.0,8712,Reg,Inside,IDOTRR,1Story,5,1952,1952,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,Av,Unf,0,540,540,TA,1044,0,1044,0,1,0,2,Fa,4,0,Basment,1952.0,Unf,2,504,0,0,0,55993
75.0,9750,Reg,Inside,NAmes,1Story,6,1958,1958,MetalSd,MetalSd,BrkFace,243.0,TA,TA,No,Rec,608,834,1442,Gd,1442,0,1442,0,1,1,4,TA,7,0,Attchd,1958.0,RFn,1,301,0,0,0,157900
45.0,8248,Reg,Inside,Edwards,1.5Fin,5,1918,1950,Stucco,Stucco,None,0.0,TA,TA,No,Unf,0,686,686,Gd,686,564,1250,0,1,1,3,Fa,7,0,Detchd,1955.0,Unf,1,280,207,0,0,116000
48.0,12137,IR2,CulDSac,CollgCr,1Story,7,1998,1998,VinylSd,VinylSd,BrkFace,442.0,TA,Gd,No,Unf,0,1649,1649,Ex,1661,0,1661,0,2,0,3,Gd,6,0,Attchd,1998.0,RFn,2,598,0,34,0,224900
,11425,IR1,Corner,NAmes,1Story,5,1954,1954,BrkFace,BrkFace,None,0.0,TA,TA,No,BLQ,486,522,1008,Gd,1008,0,1008,0,1,0,2,TA,4,1,Attchd,1954.0,RFn,1,275,0,0,0,137000
,13265,IR1,CulDSac,Mitchel,1Story,8,2002,2002,CemntBd,CmentBd,BrkFace,148.0,Gd,Gd,No,GLQ,1218,350,1568,Ex,1689,0,1689,1,2,0,3,Gd,7,2,Attchd,2002.0,RFn,3,857,150,59,0,271000
80.0,8816,Reg,Inside,ClearCr,SLvl,6,1971,1971,HdBoard,HdBoard,BrkFace,80.0,TA,TA,Av,GLQ,504,506,1010,Gd,1052,0,1052,1,1,0,3,TA,6,0,Attchd,1971.0,Unf,2,440,0,0,0,155000
44.0,6371,IR1,Inside,NridgHt,1Story,7,2009,2010,VinylSd,VinylSd,Stone,128.0,Gd,Gd,Mn,GLQ,733,625,1358,Ex,1358,0,1358,1,2,0,2,Gd,6,1,Attchd,2010.0,RFn,2,484,192,35,0,224000
72.0,7226,IR1,CulDSac,CollgCr,2Story,7,2003,2003,VinylSd,VinylSd,None,0.0,Gd,Gd,No,Unf,0,798,798,Ex,798,842,1640,0,2,1,3,Gd,6,0,Attchd,2003.0,RFn,2,595,0,45,0,183000
60.0,6000,Reg,Inside,OldTown,1Story,4,1953,1953,MetalSd,MetalSd,None,0.0,Fa,Fa,No,Unf,0,936,936,TA,936,0,936,0,1,0,2,TA,4,0,Detchd,1974.0,Unf,2,576,0,32,0,93000
,12394,IR1,Corner,Gilbert,2Story,7,2003,2003,VinylSd,VinylSd,None,0.0,Gd,Gd,Gd,Unf,0,847,847,Ex,847,886,1733,0,2,1,3,Gd,7,1,BuiltIn,2003.0,Fin,2,433,100,48,0,225000
60.0,9900,Reg,Inside,SWISU,1.5Fin,6,1940,1950,VinylSd,VinylSd,None,0.0,TA,TA,No,Unf,0,778,778,TA,944,545,1489,0,2,0,3,TA,7,1,Detchd,1940.0,Unf,1,240,335,0,0,139500
81.0,11216,Reg,Inside,Somerst,1Story,8,2006,2006,VinylSd,VinylSd,None,0.0,Gd,Gd,No,Unf,0,1489,1489,Ex,1489,0,1489,0,2,0,3,Gd,7,1,Attchd,2006.0,RFn,2,776,0,140,0,232600
114.0,14803,Reg,Inside,NridgHt,1Story,10,2007,2008,CemntBd,CmentBd,BrkFace,816.0,Ex,Ex,Av,GLQ,1636,442,2078,Ex,2084,0,2084,1,2,0,2,Ex,7,1,Attchd,2007.0,Fin,3,1220,188,45,0,385000
50.0,6130,Reg,Inside,BrkSide,1.5Unf,5,1924,1950,MetalSd,MetalSd,None,0.0,TA,TA,No,ALQ,784,0,784,Gd,784,0,784,1,1,0,2,Gd,5,0,,,,0,0,0,0,0,109500
65.0,8529,IR1,Inside,SawyerW,1Story,7,2001,2001,VinylSd,VinylSd,None,0.0,Gd,Gd,No,GLQ,20,1434,1454,Ex,1434,0,1434,0,2,0,3,Gd,6,1,Attchd,2001.0,RFn,2,527,290,39,0,189000
,28698,IR2,CulDSac,ClearCr,2Story,5,1967,1967,Plywood,Plywood,None,0.0,TA,TA,Gd,LwQ,249,0,1013,TA,1160,966,2126,0,2,1,3,TA,7,0,Attchd,1967.0,Fin,2,538,486,0,225,185000
24.0,2544,Reg,Inside,Somerst,2Story,7,2005,2005,MetalSd,MetalSd,None,0.0,Gd,Gd,No,Unf,0,600,600,Ex,520,623,1223,0,2,1,2,Gd,4,0,Detchd,2005.0,RFn,2,480,0,166,0,147400
80.0,11900,IR1,Corner,NAmes,1Story,6,1957,1957,HdBoard,HdBoard,BrkFace,387.0,TA,TA,No,Rec,1040,352,1392,TA,1392,0,1392,1,1,1,3,TA,6,2,Attchd,1957.0,RFn,2,458,0,0,192,166000
30.0,3180,Reg,Inside,Somerst,2Story,7,2005,2005,MetalSd,MetalSd,None,0.0,TA,Gd,No,Unf,0,600,600,Ex,520,600,1200,0,2,1,2,Gd,4,0,Detchd,2005.0,RFn,2,480,0,166,0,151000
44.0,9548,IR1,CulDSac,CollgCr,2Story,7,2003,2003,VinylSd,VinylSd,BrkFace,223.0,Gd,Gd,No,GLQ,483,458,941,Ex,941,888,1829,1,2,1,3,Gd,7,1,Attchd,2003.0,RFn,2,613,192,39,0,237000
100.0,10004,Reg,Inside,NAmes,1Story,6,1964,1964,HdBoard,Plywood,BrkFace,180.0,TA,TA,No,Rec,196,975,1516,TA,1516,0,1516,0,1,1,3,TA,6,0,Attchd,1964.0,RFn,2,472,0,0,152,167000
75.0,7875,Reg,Inside,NAmes,1Story,5,1961,1961,VinylSd,VinylSd,BrkFace,136.0,TA,TA,No,Rec,572,572,1144,Gd,1144,0,1144,1,1,0,3,TA,6,0,Attchd,1961.0,Unf,2,456,0,0,0,139950
60.0,9600,Reg,Inside,Sawyer,1Story,4,1950,1995,VinylSd,HdBoard,None,0.0,TA,Gd,No,BLQ,442,625,1067,TA,1067,0,1067,0,2,0,2,Gd,4,0,Attchd,1996.0,Unf,2,436,290,0,0,128000
90.0,8100,Reg,Inside,OldTown,1Story,5,1948,1973,VinylSd,VinylSd,None,0.0,TA,TA,No,Rec,338,1221,1559,Gd,1559,0,1559,1,1,0,2,TA,5,0,Detchd,1948.0,Unf,2,812,0,116,0,153500
21.0,1680,Reg,Inside,BrDale,2Story,6,1973,1973,HdBoard,HdBoard,BrkFace,158.0,TA,TA,No,BLQ,330,153,483,TA,483,504,987,1,1,1,2,TA,5,0,Detchd,1973.0,Unf,1,264,0,0,0,100000
75.0,9525,Reg,Inside,CollgCr,1Story,5,1995,2006,VinylSd,VinylSd,None,0.0,TA,Gd,No,Unf,0,1099,1099,Ex,1099,0,1099,0,1,1,3,Gd,6,0,Attchd,1999.0,Unf,1,352,278,0,0,144000
70.0,11767,Reg,Inside,Edwards,1.5Fin,5,1946,1995,MetalSd,MetalSd,None,0.0,TA,TA,No,BLQ,352,416,768,Ex,768,432,1200,0,1,0,3,TA,6,0,Detchd,1946.0,Unf,1,240,0,0,0,130500
,12155,IR1,Inside,SWISU,2Story,6,1925,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,BLQ,156,516,672,TA,810,672,1482,0,2,0,4,Fa,7,0,Detchd,1934.0,Unf,1,400,0,0,0,140000
60.0,10440,Reg,Inside,OldTown,2Story,5,1904,2002,MetalSd,MetalSd,None,0.0,TA,TA,No,Unf,0,650,650,Gd,958,581,1539,0,2,0,3,Gd,8,1,Detchd,1983.0,Unf,2,686,70,78,0,157500
82.0,9020,Reg,Inside,NAmes,SLvl,6,1966,1966,HdBoard,HdBoard,BrkFace,183.0,TA,TA,Gd,Rec,312,276,1127,TA,1165,0,1165,1,1,1,3,TA,6,0,Attchd,1966.0,RFn,2,490,0,129,0,174900
80.0,8000,Reg,Corner,NAmes,1Story,5,1961,1961,BrkFace,BrkFace,None,0.0,TA,TA,No,Unf,0,1800,1800,Ex,1800,0,1800,0,2,0,6,TA,10,0,,,,0,0,0,0,0,141000
100.0,12665,IR1,Inside,OldTown,1.5Fin,5,1915,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Mn,Unf,0,876,876,Gd,876,540,1416,0,1,1,4,TA,7,1,Detchd,1949.0,Unf,3,720,418,0,0,153900
,16647,IR1,CulDSac,Sawyer,SFoyer,5,1975,1981,HdBoard,HdBoard,None,0.0,TA,Gd,Gd,ALQ,1390,0,1390,TA,1701,0,1701,1,2,0,3,TA,6,2,Basment,1975.0,Fin,2,611,0,0,0,171000
75.0,9317,Reg,Inside,SawyerW,2Story,7,1993,1993,HdBoard,HdBoard,BrkFace,137.0,Gd,Gd,No,ALQ,513,227,740,Ex,1006,769,1775,1,2,1,3,Gd,7,1,Attchd,1993.0,Unf,2,425,234,72,0,213000
36.0,15523,IR1,CulDSac,CollgCr,1Story,5,1972,1972,HdBoard,Plywood,None,0.0,TA,TA,Av,BLQ,460,404,864,Ex,864,0,864,1,1,0,3,TA,5,1,Attchd,1972.0,Unf,1,338,0,0,0,133500
75.0,45600,IR2,Inside,ClearCr,1.5Fin,6,1908,1997,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Unf,0,907,907,TA,1307,1051,2358,0,3,0,5,TA,10,1,Detchd,1908.0,Unf,2,360,486,40,175,240000
80.0,9600,Reg,FR2,Veenker,SLvl,6,1976,1994,Plywood,Plywood,BrkFace,360.0,Gd,TA,No,Unf,0,528,528,Ex,1094,761,1855,0,2,1,3,TA,7,1,Attchd,1976.0,RFn,2,512,113,100,0,187000
36.0,4435,Reg,Inside,CollgCr,1Story,6,2003,2003,VinylSd,VinylSd,BrkFace,170.0,Gd,Gd,Av,GLQ,659,189,848,Ex,848,0,848,1,1,0,1,Gd,3,0,Attchd,2003.0,Fin,2,420,140,0,0,131500
,3196,Reg,Inside,Blmngtn,1Story,8,2003,2003,VinylSd,VinylSd,BrkFace,40.0,Gd,Gd,Gd,Unf,0,1273,1273,Ex,1456,0,1456,0,2,0,2,Gd,7,1,Attchd,2003.0,Fin,2,400,143,20,0,215000
53.0,7128,Reg,Inside,Crawfor,2.5Unf,7,1941,1950,MetalSd,MetalSd,None,0.0,TA,TA,No,Rec,364,554,918,Gd,918,728,1646,0,2,0,4,TA,7,2,Detchd,1941.0,Unf,1,240,0,0,126,164000
,12095,IR1,Corner,NAmes,SLvl,6,1964,1964,MetalSd,HdBoard,BrkFace,115.0,TA,TA,Gd,Rec,564,563,1127,TA,1445,0,1445,0,1,1,3,TA,7,1,Attchd,1964.0,RFn,2,645,180,0,0,158000
102.0,17920,Reg,Inside,Sawyer,1Story,5,1955,1974,Wd Sdng,Plywood,None,0.0,TA,TA,Mn,ALQ,306,372,1763,TA,1779,0,1779,1,1,1,3,TA,6,1,Attchd,1955.0,Unf,2,454,0,418,312,170000
,6897,IR1,Corner,Sawyer,1Story,5,1962,2010,HdBoard,HdBoard,None,0.0,TA,TA,No,ALQ,659,381,1040,Ex,1040,0,1040,1,1,1,3,TA,6,0,Detchd,1962.0,Unf,1,260,0,104,0,127000
,10970,IR1,Inside,CollgCr,SLvl,6,1978,1978,Plywood,HdBoard,None,0.0,TA,Gd,Gd,GLQ,505,0,940,TA,1026,0,1026,1,1,0,3,TA,5,0,Detchd,1981.0,Unf,2,576,0,0,0,147000
65.0,8125,Reg,Inside,Gilbert,2Story,6,1994,1995,HdBoard,HdBoard,None,0.0,TA,Gd,No,Unf,0,702,702,Gd,702,779,1481,0,2,1,3,TA,6,1,Attchd,1994.0,Fin,2,343,0,36,0,174000
80.0,10400,Reg,Inside,NWAmes,1Story,7,1976,1976,HdBoard,HdBoard,BrkFace,189.0,TA,Gd,No,Unf,0,1090,1090,TA,1370,0,1370,0,2,0,3,TA,6,1,Attchd,1976.0,RFn,2,479,0,0,0,152000
,11029,IR1,Corner,NWAmes,2Story,6,1968,1984,HdBoard,HdBoard,BrkFace,220.0,TA,TA,Mn,BLQ,619,435,1054,TA,1512,1142,2654,1,2,1,4,Gd,9,1,Attchd,1968.0,Unf,2,619,0,65,222,250000
55.0,7642,Reg,Corner,Crawfor,1.5Fin,7,1918,1998,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,No,Unf,0,912,912,Gd,912,514,1426,0,1,1,3,Gd,7,1,Detchd,1925.0,Unf,1,216,0,240,0,189950
75.0,11625,Reg,Inside,Sawyer,1Story,5,1965,1965,Plywood,HdBoard,None,0.0,TA,TA,Mn,BLQ,841,198,1039,Ex,1039,0,1039,1,1,1,3,TA,6,0,Attchd,1965.0,Unf,2,504,0,0,0,131500
81.0,9672,Reg,Corner,SawyerW,1Story,6,1984,1985,HdBoard,Plywood,None,0.0,TA,Gd,No,GLQ,338,702,1040,TA,1097,0,1097,0,2,0,3,TA,6,0,Attchd,1986.0,Unf,2,480,0,0,0,152000
70.0,7931,Reg,Inside,NAmes,1Story,5,1959,1959,BrkFace,Plywood,None,0.0,TA,TA,No,BLQ,1148,0,1148,TA,1148,0,1148,1,1,0,3,TA,6,0,Attchd,1959.0,Unf,1,672,0,0,0,132500
72.0,8640,Reg,Inside,Somerst,1Story,7,2007,2008,VinylSd,VinylSd,None,0.0,Gd,Ex,No,Unf,0,1372,1372,Ex,1372,0,1372,0,2,0,3,Gd,6,0,Attchd,2008.0,Fin,2,529,0,140,0,250580
,8750,IR1,Inside,NAmes,1Story,5,1970,1970,MetalSd,MetalSd,BrkFace,76.0,TA,TA,No,BLQ,828,174,1002,TA,1002,0,1002,1,1,0,3,TA,5,0,Detchd,1973.0,Unf,2,902,0,0,0,148500
67.0,10656,IR1,Inside,Timber,1Story,8,2006,2007,VinylSd,VinylSd,Stone,274.0,Gd,Gd,Av,Unf,0,1638,1638,Ex,1646,0,1646,0,2,0,3,Gd,6,1,Attchd,2007.0,RFn,3,870,192,80,0,248900
85.0,6970,Reg,Corner,Sawyer,1Story,4,1961,1961,VinylSd,VinylSd,None,0.0,TA,TA,No,ALQ,932,108,1040,TA,1120,0,1120,1,1,1,3,Fa,5,0,Attchd,1961.0,RFn,2,544,168,0,0,129000
,14762,IR2,Corner,Gilbert,2Story,5,1948,1950,Plywood,Plywood,None,0.0,TA,,,,0,0,0,Gd,1547,720,2320,0,2,0,2,TA,7,1,Attchd,1979.0,Unf,2,672,120,144,0,169000
80.0,9938,Reg,Inside,SawyerW,2Story,7,1993,1994,MetalSd,MetalSd,BrkFace,246.0,Gd,Gd,No,GLQ,750,300,1050,Ex,1062,887,1949,1,2,1,3,Gd,8,1,Attchd,1993.0,Fin,2,574,156,90,0,236000
60.0,6600,Reg,Inside,NAmes,1Story,5,1962,1962,MetalSd,MetalSd,None,0.0,TA,TA,No,Unf,0,894,894,Gd,894,0,894,0,1,0,2,TA,5,0,Detchd,1962.0,Unf,1,308,0,0,0,109500
70.0,8750,Reg,Inside,CollgCr,2Story,6,1998,1998,VinylSd,VinylSd,BrkFace,116.0,TA,Gd,No,GLQ,505,299,804,Ex,804,878,1682,0,2,1,3,Gd,7,0,Attchd,1998.0,RFn,2,523,0,77,0,200500
74.0,8892,Reg,Corner,NAmes,1Story,5,1953,1996,WdShing,Wd Shng,None,0.0,Gd,TA,Av,Unf,0,105,105,Gd,910,0,910,0,1,0,3,Gd,5,0,Attchd,1953.0,Unf,2,414,196,0,0,116000
60.0,12144,Reg,Inside,NAmes,1Story,5,1949,1950,HdBoard,HdBoard,None,0.0,Gd,TA,No,Rec,375,457,832,Gd,1036,0,1268,0,1,0,3,TA,6,1,Attchd,1949.0,Unf,1,288,0,28,0,133000
52.0,5720,Reg,Inside,OldTown,1.5Fin,5,1941,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Unf,0,676,676,Ex,676,455,1131,0,1,1,3,TA,5,0,Detchd,1941.0,Unf,1,200,26,0,0,66500
75.0,9000,Reg,Inside,Somerst,2Story,8,2007,2007,CemntBd,CmentBd,None,0.0,Gd,Gd,Av,GLQ,64,1120,1184,Ex,1184,1426,2610,0,2,1,4,Ex,11,1,BuiltIn,2007.0,Fin,2,550,208,364,0,303477
94.0,25286,Reg,Inside,Mitchel,1Story,4,1963,1963,HdBoard,Plywood,None,0.0,TA,TA,Gd,ALQ,633,431,1064,Gd,1040,0,1040,1,1,0,3,TA,5,0,Attchd,1963.0,Unf,2,648,0,0,0,132250
74.0,8834,Reg,Inside,NridgHt,2Story,9,2004,2005,VinylSd,VinylSd,Stone,216.0,Gd,Ex,No,GLQ,1170,292,1462,Ex,1462,762,2224,1,2,1,4,Ex,10,1,Attchd,2004.0,Fin,3,738,184,0,0,350000
88.0,11782,IR1,Inside,Sawyer,SFoyer,5,1961,1995,HdBoard,HdBoard,None,0.0,TA,TA,Av,ALQ,899,210,1109,TA,1155,0,1155,1,1,0,3,Gd,6,0,Detchd,1987.0,Unf,2,576,192,0,0,148000
,7000,IR1,CulDSac,CollgCr,1Story,5,1978,2005,VinylSd,VinylSd,BrkFace,90.0,Gd,TA,No,ALQ,646,218,864,Ex,864,0,864,1,1,0,3,TA,6,0,Attchd,1978.0,Unf,1,336,0,0,0,136500
